14003
615 6337 25
615 1580 41
615 12040 42
615 7984 23
615 1812 42
615 9570 21
615 8287 42
615 8360 28
615 10667 26
615 8694 42
615 1338 25
690 9570 37
690 1812 39
690 1580 27
690 5194 36
815 7381 36
1281 6321 38
1327 6337 23
1327 1580 28
1327 12040 28
1327 1812 28
1327 9570 20
1327 8287 28
1327 8694 28
1332 6321 20
1338 1580 24
1338 12040 25
1338 1812 25
1338 8287 25
1338 10667 21
1338 8694 25
1517 7984 20
1517 1812 34
1517 9570 34
1517 13400 33
1517 7275 34
1517 13750 31
1517 2968 24
1517 8681 34
1517 6382 34
1518 1812 22
1580 7984 130
1580 12040 89
1580 1812 240
1580 10066 27
1580 10116 25
1580 13348 26
1580 9232 55
1580 13437 28
1580 7275 20
1580 5194 66
1580 3206 72
1580 5364 44
1580 13522 34
1580 13693 27
1580 9570 159
1580 3504 21
1580 3547 21
1580 12824 36
1580 8836 24
1580 2968 23
1580 8287 146
1580 12365 24
1580 8360 99
1580 6337 87
1580 6507 28
1580 4447 37
1580 10667 25
1580 8694 69
1580 8681 66
1580 8644 31
1580 11794 35
1580 5632 27
1678 9570 28
1678 1812 38
1678 5194 26
1802 1812 25
1812 5632 32
1812 13348 102
1812 13437 28
1812 13411 25
1812 13400 37
1812 5194 144
1812 5364 46
1812 13522 35
1812 13693 27
1812 13750 67
1812 10973 27
1812 2864 21
1812 2968 39
1812 10339 25
1812 2252 30
1812 10667 26
1812 11794 176
1812 12040 90
1812 12255 23
1812 3206 74
1812 3504 21
1812 3461 44
1812 11742 37
1812 3547 56
1812 8836 76
1812 8941 127
1812 8287 153
1812 8360 100
1812 8576 27
1812 8694 70
1812 8681 183
1812 8644 31
1812 9946 22
1812 10066 40
1812 10116 38
1812 9232 55
1812 9570 380
1812 6382 63
1812 6337 89
1812 6507 41
1812 7984 421
1812 7275 55
1812 7381 20
1812 12824 37
1812 4882 27
1812 13146 33
1812 13289 27
1812 4102 21
1812 12365 48
1812 4473 55
1812 4447 38
1967 6321 43
1967 6461 26
1967 12403 25
2021 6321 23
2968 7984 24
2968 9570 37
2968 13400 26
2968 7275 27
2968 13750 24
2968 8681 26
2968 6382 27
3206 9570 34
3206 12040 36
3206 8694 26
3206 6337 30
3206 7984 58
3206 9232 20
3206 8287 68
3206 8360 55
3461 9570 24
3461 8681 20
3461 7984 24
3461 8836 48
3504 8681 20
3504 8287 20
3504 8644 21
3504 8360 20
3504 9232 21
3547 9570 30
3547 8681 33
3547 7984 56
3547 11794 32
4447 6337 32
4447 12040 22
4447 7984 26
4447 9570 35
4447 8287 38
4447 8360 27
4473 9570 24
4473 8681 22
4473 7984 54
4473 11794 41
4787 6321 21
4882 7984 25
5072 6321 20
5194 9570 144
5194 6337 34
5194 6507 41
5194 12824 37
5194 12040 25
5194 7984 36
5194 13146 28
5194 13289 27
5194 13437 20
5194 8287 44
5194 12365 42
5194 13522 35
5194 5364 46
5364 6337 25
5364 12824 28
5364 9570 46
5364 8287 33
5364 13522 27
5632 7984 29
6088 6321 29
6088 9017 26
6321 6461 48
6321 13667 21
6321 10849 20
6321 9017 47
6321 12403 49
6321 9506 21
6321 12578 38
6337 9570 75
6337 12040 64
6337 8694 48
6337 7984 44
6337 9232 27
6337 8287 89
6337 12824 34
6337 13437 28
6337 8360 46
6337 13522 33
6374 7381 21
6382 9570 51
6382 13750 57
6382 8681 38
6382 7984 33
6382 10339 22
6382 13400 37
6382 7275 39
6461 12578 22
6461 12403 22
6461 9017 21
6507 9570 41
6507 12365 20
7275 11794 20
7275 7984 37
7275 9570 40
7275 13400 37
7275 13750 36
7275 8681 39
7984 9946 21
7984 12040 48
7984 10066 29
7984 10116 24
7984 13348 56
7984 9232 39
7984 13400 23
7984 13693 20
7984 9570 204
7984 13750 32
7984 11742 20
7984 8836 45
7984 8941 66
7984 8287 80
7984 8360 73
7984 8694 37
7984 8681 140
7984 11794 164
8287 9570 97
8287 12040 90
8287 10116 21
8287 10667 26
8287 8694 70
8287 8681 25
8287 8644 20
8287 9232 36
8287 12824 37
8287 13437 28
8287 8360 85
8287 13522 35
8360 9570 49
8360 12040 55
8360 13693 21
8360 10667 20
8360 8694 41
8360 8681 29
8360 8644 28
8360 9232 40
8644 9570 21
8644 8681 30
8644 9232 31
8681 9570 131
8681 13750 35
8681 11794 54
8681 8836 42
8681 8941 25
8681 10066 23
8681 9232 32
8681 13400 35
8694 12040 70
8694 13437 25
8694 9570 41
8694 10667 26
8836 9570 44
8836 8941 22
8941 13348 28
8941 9570 32
8941 11794 40
9232 9570 41
9570 12040 54
9570 10066 20
9570 10116 25
9570 13348 43
9570 13437 27
9570 13400 36
9570 13522 35
9570 13750 46
9570 12824 37
9570 13146 31
9570 13289 27
9570 12365 44
9570 11794 60
10667 12040 26
11794 13348 33
12040 12824 25
12040 13437 28
12040 13522 24
12824 13437 20
12824 13522 35
13400 13750 34
