14003 
12 9570 3.000 
12 1812 4.000 
35 9570 5.000 
35 1812 5.000 
35 5194 4.000 
68 11765 4.000 
80 3124 3.000 
80 6456 3.000 
80 8961 3.000 
80 6461 3.000 
80 2862 3.000 
80 7200 4.000 
80 1030 5.000 
80 11375 4.000 
80 10849 7.000 
80 9299 4.000 
80 1901 7.000 
80 2890 5.000 
80 2126 4.000 
80 4024 5.000 
80 9106 4.000 
80 1967 8.000 
80 4786 3.000 
80 4787 9.000 
80 6321 9.000 
80 1922 3.000 
80 1272 3.000 
80 11243 4.000 
80 10477 3.000 
80 1018 5.000 
80 2020 3.000 
80 2021 4.000 
80 7145 4.000 
80 3533 3.000 
84 13348 3.000 
84 1580 5.000 
84 7984 5.000 
84 1812 10.000 
84 9570 5.000 
84 5194 5.000 
84 10116 5.000 
84 12255 3.000 
84 5364 3.000 
86 2252 3.000 
86 12159 3.000 
88 11794 3.000 
88 1812 5.000 
88 8941 3.000 
91 9570 3.000 
91 1812 3.000 
95 7984 5.000 
95 11794 4.000 
95 1812 5.000 
98 8941 3.000 
98 7984 4.000 
98 1812 4.000 
134 6321 6.000 
134 11892 4.000 
134 1018 3.000 
134 2021 3.000 
134 9106 4.000 
144 9518 3.000 
144 9506 3.000 
144 2470 3.000 
144 11246 3.000 
144 222 3.000 
174 1812 4.000 
191 1812 3.000 
212 7381 3.000 
216 7984 3.000 
216 1812 3.000 
216 8836 3.000 
222 641 6.000 
222 7774 3.000 
222 6321 9.000 
222 1313 7.000 
222 4334 3.000 
222 4842 3.000 
222 13135 3.000 
222 773 5.000 
222 7381 7.000 
222 2840 3.000 
222 11765 5.000 
222 6461 3.000 
222 11246 3.000 
222 936 10.000 
222 4963 3.000 
222 2470 4.000 
222 1008 4.000 
222 1503 3.000 
222 5072 11.000 
222 629 4.000 
222 9518 5.000 
222 9506 4.000 
222 11565 3.000 
222 11551 4.000 
222 7794 4.000 
234 4760 3.000 
234 1812 3.000 
234 2252 4.000 
234 4469 3.000 
234 2639 3.000 
234 2083 3.000 
234 1334 3.000 
251 1812 4.000 
251 8941 4.000 
259 1812 3.000 
301 1812 3.000 
313 7381 3.000 
333 12578 4.000 
333 1313 3.000 
333 6461 4.000 
333 7200 5.000 
333 12403 6.000 
333 13943 3.000 
333 4108 3.000 
333 4024 3.000 
333 10906 3.000 
333 1967 6.000 
333 6321 10.000 
333 6561 3.000 
333 1018 3.000 
333 9017 7.000 
333 8255 3.000 
333 5072 3.000 
333 6088 4.000 
333 9753 3.000 
338 12578 7.000 
338 1313 3.000 
338 6461 9.000 
338 4135 3.000 
338 6944 4.000 
338 7195 3.000 
338 13939 3.000 
338 11375 9.000 
338 12403 7.000 
338 10849 3.000 
338 13667 3.000 
338 9299 3.000 
338 9815 7.000 
338 9141 3.000 
338 8857 3.000 
338 9106 3.000 
338 1967 5.000 
338 4787 7.000 
338 6321 12.000 
338 12417 4.000 
338 4519 3.000 
338 11243 4.000 
338 10477 3.000 
338 1018 3.000 
338 2020 3.000 
338 2021 4.000 
338 8505 5.000 
338 9017 3.000 
